,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class,sales channel,response
1020,California,31864.8589,Doctor,M,23576,89,0.0,Personal Auto,383.508096,Four-Door Car,Web,No
1021,Arizona,33473.34946,Bachelor,F,33190,106,0.0,Personal Auto,508.8,SUV,Web,Yes
1022,California,4250.282624,High School or Below,F,0,61,1.0,Personal Auto,292.8,Four-Door Car,Agent,Yes
1023,Oregon,16515.00927,High School or Below,F,51725,138,1.0,Personal Auto,159.004261,SUV,Agent,No
1024,Arizona,13770.97618,High School or Below,F,59207,116,0.0,Personal Auto,556.8,,Agent,Yes
1025,Arizona,2356.702311,Bachelor,M,0,69,0.0,Personal Auto,496.8,Two-Door Car,Call Center,No
1026,California,7933.820656,College,F,76505,65,0.0,Personal Auto,144.051716,Four-Door Car,Branch,No
1027,Nevada,5569.456156,High School or Below,M,53565,71,,Personal Auto,340.8,Four-Door Car,Agent,No
1028,Oregon,1940.981221,High School or Below,M,0,66,3.0,Personal Auto,475.2,Two-Door Car,Call Center,No
1029,Nevada,6715.59268,High School or Below,M,21835,90,,Corporate Auto,432.0,Two-Door Car,Agent,No
1030,Arizona,5548.031892,Bachelor,M,67798,69,0.0,Personal Auto,331.2,Four-Door Car,Agent,Yes
1031,California,5332.615013,High School or Below,M,74837,66,0.0,Personal Auto,376.502488,Four-Door Car,Agent,No
1032,Nevada,8341.929905,Bachelor,M,30344,107,0.0,Personal Auto,342.832065,SUV,Branch,No
1033,California,5936.344043,Doctor,F,42889,74,0.0,Personal Auto,177.321283,Four-Door Car,Agent,No
1034,Oregon,5213.3743,High School or Below,M,65167,131,0.0,Personal Auto,628.8,SUV,Call Center,No
1035,California,7706.036295,Doctor,F,48019,64,0.0,Corporate Auto,137.665031,Four-Door Car,Agent,No
1036,Arizona,7452.543017,College,M,0,68,0.0,Corporate Auto,489.6,Two-Door Car,Branch,No
1037,Oregon,5924.667902,High School or Below,M,78387,74,0.0,Corporate Auto,204.090644,Four-Door Car,Agent,No
1038,Oregon,3032.816016,Bachelor,M,73782,76,0.0,Special Auto,111.622054,Four-Door Car,Branch,No
1039,California,3694.647081,Bachelor,M,0,102,0.0,Personal Auto,610.617285,SUV,Call Center,No
1040,California,3122.984111,College,M,72916,80,0.0,Personal Auto,384.0,Two-Door Car,Web,No
1041,Washington,4362.931238,College,M,58842,110,0.0,Corporate Auto,528.0,Four-Door Car,Branch,Yes
1042,,5553.756551,College,F,0,92,,Personal Auto,662.4,Four-Door Car,Branch,
1043,California,2566.782278,High School or Below,F,21375,65,0.0,Corporate Auto,312.0,Four-Door Car,Call Center,No
1044,Oregon,2435.689035,College,M,32931,62,0.0,Personal Auto,297.6,Four-Door Car,Agent,No
1045,California,2849.252467,Master,M,63326,72,0.0,Personal Auto,361.564021,Four-Door Car,Call Center,No
1046,Oregon,26346.08582,High School or Below,M,48268,223,0.0,Personal Auto,1605.6,,Web,No
1047,Arizona,4881.299084,Master,F,37998,61,0.0,Special Auto,292.8,Four-Door Car,Call Center,No
1048,Oregon,2497.45507,Bachelor,M,24825,64,0.0,Personal Auto,155.938593,Two-Door Car,Branch,No
1049,Arizona,2476.046413,Master,F,54831,61,,Personal Auto,136.2171,Four-Door Car,Agent,No
1050,Oregon,6661.744145,Bachelor,M,0,95,0.0,Personal Auto,456.0,Four-Door Car,Agent,No
1051,California,2549.080421,College,M,52980,64,0.0,Personal Auto,191.945693,Four-Door Car,Branch,No
1052,California,7405.420506,Bachelor,F,22044,65,,Corporate Auto,10.393016,Four-Door Car,Agent,No
1053,Oregon,4601.634099,Master,M,84394,114,0.0,Personal Auto,691.412378,SUV,Agent,No
1054,Arizona,20120.56053,Bachelor,M,32869,85,0.0,Corporate Auto,117.467331,Two-Door Car,Web,No
1055,Oregon,5903.612641,College,F,55393,74,1.0,Corporate Auto,2.173552,Four-Door Car,Call Center,No
1056,Washington,2584.203924,High School or Below,F,22562,65,0.0,Personal Auto,312.0,Two-Door Car,Branch,No
1057,Oregon,23331.829,Bachelor,M,44719,66,0.0,Personal Auto,316.8,Four-Door Car,Branch,No
1058,Arizona,2867.211836,College,F,91810,71,,Corporate Auto,165.520952,Four-Door Car,Web,No
1059,Oregon,4330.38602,College,M,60475,107,0.0,Personal Auto,513.6,Four-Door Car,Branch,Yes
1060,California,10517.15638,College,F,46707,133,,Personal Auto,80.70505,Sports Car,Branch,No
1061,Nevada,5544.909083,High School or Below,M,79619,71,3.0,Personal Auto,280.89705,Four-Door Car,Web,No
1062,Oregon,5876.054314,College,F,32848,74,0.0,Personal Auto,250.454012,Four-Door Car,Call Center,No
1063,California,2759.618207,College,M,64388,69,0.0,Personal Auto,331.2,Two-Door Car,Agent,No
1064,California,26197.41498,High School or Below,F,18495,113,0.0,Personal Auto,542.4,SUV,Branch,Yes
1065,Nevada,42561.63183,Master,M,66661,119,0.0,Personal Auto,571.2,,Agent,No
1066,Nevada,5157.053124,College,M,43906,65,0.0,Personal Auto,468.0,Two-Door Car,Web,No
1067,California,5192.355227,Bachelor,F,23059,66,,Personal Auto,372.430947,Two-Door Car,Web,No
1068,Arizona,3208.919835,Master,F,40135,80,0.0,Personal Auto,78.008093,Four-Door Car,Agent,No
1069,Washington,6921.973993,College,F,16483,90,0.0,Corporate Auto,320.519977,Two-Door Car,Web,No
1070,,13350.1209,College,F,28919,173,0.0,Personal Auto,830.4,SUV,Agent,
1071,Oregon,11274.91011,College,M,0,114,0.0,Personal Auto,820.8,Four-Door Car,Branch,No
1072,Oregon,7285.030983,High School or Below,M,44788,61,0.0,Personal Auto,386.031248,Four-Door Car,Agent,Yes
1073,Nevada,13918.5348,High School or Below,M,64113,117,0.0,Special Auto,561.6,Four-Door Car,Agent,No
1074,Nevada,9048.983447,High School or Below,M,0,119,0.0,Personal Auto,571.2,Sports Car,Web,Yes
1075,Oregon,2453.570794,Bachelor,M,29735,69,0.0,Personal Auto,331.2,,Agent,Yes
1076,Nevada,4387.31087,Master,M,48015,110,,Corporate Auto,528.0,Sports Car,Call Center,No
1077,Nevada,7142.54905,College,F,24417,185,0.0,Personal Auto,888.0,SUV,Call Center,No
1078,Nevada,5340.810309,College,F,0,72,0.0,Personal Auto,345.6,,Web,No
1079,Nevada,29091.23936,Bachelor,F,34226,244,,Personal Auto,494.395024,Luxury SUV,Agent,No
1080,Oregon,2893.313855,Bachelor,F,30406,73,,Personal Auto,350.4,Four-Door Car,Web,No
1081,Oregon,9672.701942,High School or Below,M,0,96,0.0,Corporate Auto,1120.677126,Four-Door Car,Agent,No
1082,Washington,3403.919366,College,M,38460,88,1.0,Personal Auto,91.55098,Four-Door Car,Agent,No
1083,Nevada,4019.384424,College,M,0,118,0.0,Personal Auto,566.4,SUV,Branch,No
1084,Oregon,12168.74492,Bachelor,M,14973,115,0.0,Personal Auto,828.0,SUV,Branch,Yes
1085,Arizona,10571.5377,Bachelor,F,94137,65,0.0,Personal Auto,43.579327,Four-Door Car,Web,No
1086,Washington,4935.189986,High School or Below,M,29560,62,0.0,Personal Auto,297.6,Four-Door Car,Agent,No
1087,Oregon,11323.35555,Master,M,98254,94,3.0,Corporate Auto,229.711908,Four-Door Car,Agent,No
1088,,4576.759564,Master,F,48569,114,0.0,Personal Auto,434.7579,Four-Door Car,Agent,
1089,Arizona,4175.945269,Bachelor,M,23060,109,3.0,Corporate Auto,731.350857,SUV,Agent,No
1090,Oregon,13235.54436,College,M,39778,112,0.0,Personal Auto,806.4,SUV,Call Center,No
1091,California,2585.955652,College,F,83758,64,0.0,Corporate Auto,106.591949,Two-Door Car,Agent,No
1092,Oregon,3435.25008,Bachelor,F,64348,86,0.0,Personal Auto,212.391975,Two-Door Car,Call Center,No
1093,California,8376.332294,College,F,26448,105,0.0,Personal Auto,75.330276,Sports Car,Agent,No
1094,Oregon,4510.194071,College,M,44230,114,0.0,Personal Auto,738.222494,Sports Car,Web,No
1095,Arizona,35022.45478,Bachelor,F,25270,99,0.0,Personal Auto,712.8,Two-Door Car,Agent,No
1096,California,7986.191274,Bachelor,M,74217,100,,Personal Auto,418.005524,SUV,Branch,No
1097,Oregon,7716.997859,College,F,37376,99,0.0,Personal Auto,65.548725,Four-Door Car,Branch,No
1098,Oregon,2731.39917,Master,F,43386,68,,Personal Auto,315.353519,Two-Door Car,Call Center,No
1099,Arizona,3694.140498,Bachelor,M,96170,92,0.0,Personal Auto,441.6,Four-Door Car,Call Center,No
1100,Oregon,5261.037541,High School or Below,F,43573,66,0.0,Personal Auto,409.684798,Two-Door Car,Agent,No
1101,Oregon,9486.596417,Bachelor,F,42240,79,0.0,Personal Auto,46.386546,Four-Door Car,Agent,No
1102,Oregon,3687.169374,Master,F,0,99,1.0,Corporate Auto,378.261483,Four-Door Car,Agent,No
1103,,4373.35826,College,F,25676,113,0.0,Personal Auto,542.4,Two-Door Car,Web,
1104,Arizona,23747.46699,College,M,0,96,4.0,Personal Auto,460.8,Four-Door Car,Agent,No
1105,Arizona,3618.686938,High School or Below,M,50755,91,0.0,Personal Auto,436.8,Two-Door Car,Agent,No
1106,California,30205.01297,College,M,0,89,0.0,Personal Auto,469.359715,Four-Door Car,Agent,No
1107,California,5583.575264,College,M,76927,138,0.0,Personal Auto,114.743547,SUV,Branch,No
1108,Oregon,4841.057535,College,F,23449,61,0.0,Corporate Auto,292.8,Four-Door Car,Web,No
1109,California,5461.548993,High School or Below,F,39626,69,0.0,Personal Auto,485.705851,,Agent,No
1110,Arizona,8838.085637,Bachelor,M,82664,114,3.0,Corporate Auto,133.425609,SUV,Agent,Yes
1111,California,5586.893159,Doctor,F,94161,69,0.0,Personal Auto,108.989737,Four-Door Car,Agent,No
1112,,7840.165778,College,M,58414,210,2.0,Personal Auto,1008.0,Luxury SUV,Agent,
1113,Oregon,6685.069081,Doctor,M,56270,83,0.0,Personal Auto,398.4,Four-Door Car,Branch,No
1114,Oregon,2682.912454,Bachelor,M,0,74,0.0,Corporate Auto,355.2,Two-Door Car,Agent,No
1115,California,2272.30731,Master,M,0,64,0.0,Corporate Auto,286.124652,Four-Door Car,Agent,No
1116,Oregon,2839.013244,Bachelor,M,0,81,0.0,Personal Auto,388.8,Two-Door Car,Branch,No
1117,Washington,5029.296953,Bachelor,M,40113,67,3.0,Corporate Auto,262.047663,Two-Door Car,Branch,No
1118,California,13432.00289,Bachelor,F,68956,118,2.0,Personal Auto,118.538444,SUV,Call Center,No
1119,California,7879.928952,Doctor,F,45703,98,0.0,Personal Auto,470.4,Two-Door Car,Agent,No
1120,Oregon,6846.150323,Bachelor,F,0,95,0.0,Personal Auto,456.0,Two-Door Car,Call Center,Yes
1121,Washington,8286.964421,Bachelor,F,40001,70,,Personal Auto,142.567008,Four-Door Car,Branch,No
1122,Washington,12298.6863,High School or Below,M,17101,113,0.0,Corporate Auto,542.4,SUV,Call Center,Yes
1123,Arizona,9275.681452,Bachelor,F,52494,119,0.0,Corporate Auto,571.2,Two-Door Car,Agent,No
1124,California,5618.485357,College,F,24518,74,0.0,Personal Auto,241.656325,Two-Door Car,Call Center,No
1125,California,3237.500928,College,F,27982,87,0.0,Personal Auto,14.743099,Two-Door Car,Call Center,No
1126,Oregon,2552.913868,College,M,33124,67,0.0,Personal Auto,80.119997,Four-Door Car,Call Center,No
1127,Oregon,2404.917967,Bachelor,M,63455,61,0.0,Personal Auto,287.654819,,Branch,No
1128,Arizona,10208.92761,College,F,35482,129,0.0,Personal Auto,619.2,SUV,Branch,Yes
1129,California,2518.743544,Doctor,F,39317,64,0.0,Personal Auto,77.695607,Four-Door Car,Branch,No
1130,Nevada,7573.345057,High School or Below,M,0,110,0.0,Corporate Auto,1193.036154,,Agent,No
1131,,7398.873941,Bachelor,M,27383,188,0.0,Corporate Auto,902.4,Luxury Car,Branch,
1132,Oregon,5595.389905,High School or Below,F,74454,71,0.0,Personal Auto,340.8,Four-Door Car,Call Center,Yes
1133,,6678.899026,Bachelor,F,47137,84,0.0,Personal Auto,161.640052,Four-Door Car,Agent,
1134,,21034.01815,High School or Below,F,26876,66,0.0,Personal Auto,219.209762,Four-Door Car,Call Center,
1135,Arizona,7282.967586,High School or Below,M,40858,184,0.0,Personal Auto,883.2,,Agent,No
1136,California,5048.226244,High School or Below,F,29401,65,0.0,Personal Auto,312.0,Four-Door Car,Branch,No
1137,Oregon,9830.337629,College,F,25965,253,0.0,Personal Auto,1214.4,Luxury SUV,Agent,No
1138,Nevada,10883.78785,High School or Below,F,91123,138,3.0,Corporate Auto,103.462381,SUV,Agent,No
1139,Arizona,2792.009458,College,M,22426,76,1.0,Corporate Auto,528.391284,Four-Door Car,Branch,No
1140,California,73225.95652,Bachelor,F,39547,202,0.0,Personal Auto,969.6,Luxury SUV,Branch,No
1141,Arizona,11160.07706,Bachelor,F,33232,94,0.0,Special Auto,435.527845,Four-Door Car,Branch,No
1142,California,15014.0927,College,M,32961,190,0.0,Corporate Auto,912.0,SUV,Branch,No
1143,Oregon,6978.719808,High School or Below,M,53808,88,0.0,Personal Auto,189.835063,Four-Door Car,Branch,No
1144,California,6273.911874,College,F,18577,86,0.0,Personal Auto,412.8,Four-Door Car,Branch,Yes
1145,Oregon,7481.825592,College,M,61783,94,0.0,Personal Auto,658.125874,Four-Door Car,Branch,No
1146,Oregon,5394.913017,Bachelor,F,29853,69,0.0,Personal Auto,76.586018,Four-Door Car,Agent,No
1147,California,2722.210707,College,F,17576,71,0.0,Corporate Auto,398.502948,Four-Door Car,Call Center,Yes
1148,Oregon,23984.62144,Doctor,F,79655,296,0.0,Personal Auto,498.159874,Luxury Car,Branch,No
1149,Oregon,2451.535793,Bachelor,M,48791,62,3.0,Personal Auto,69.794432,Two-Door Car,Call Center,No
1150,California,4971.727892,Master,M,49161,63,2.0,Personal Auto,171.746945,Two-Door Car,Branch,No
1151,California,7455.361568,High School or Below,F,74089,94,2.0,Personal Auto,648.690215,,Agent,No
1152,Arizona,7329.777554,College,M,59630,185,0.0,Personal Auto,888.0,SUV,Agent,No
1153,Arizona,22103.5072,College,M,0,102,0.0,Personal Auto,489.6,SUV,Branch,Yes
1154,Nevada,8560.162384,High School or Below,F,28120,112,0.0,Personal Auto,537.6,SUV,Web,No
1155,California,3885.456401,College,M,0,105,0.0,Personal Auto,504.0,Four-Door Car,Branch,Yes
1156,,4379.770178,College,F,47747,111,0.0,Personal Auto,165.588524,Two-Door Car,Web,
1157,Arizona,17029.89338,Master,M,54613,213,0.0,Personal Auto,731.559007,Luxury SUV,Call Center,No
1158,Washington,20725.37773,Bachelor,M,15529,273,0.0,Personal Auto,1965.6,Luxury SUV,Branch,No
1159,Oregon,2776.317884,Bachelor,F,0,79,0.0,Personal Auto,509.028102,,Branch,No
1160,California,2682.704812,High School or Below,F,63471,67,0.0,Personal Auto,387.71779,Two-Door Car,Agent,No
1161,California,2907.898828,College,F,51020,73,0.0,Personal Auto,350.4,,Branch,No
1162,Oregon,11473.48149,High School or Below,F,66538,95,0.0,Personal Auto,317.844812,Two-Door Car,Agent,No
1163,Arizona,58207.12842,High School or Below,M,29295,219,0.0,Personal Auto,1328.839129,,Agent,No
1164,California,26576.31541,Bachelor,M,87002,110,0.0,Personal Auto,199.851173,Two-Door Car,Call Center,No
1165,California,11633.57855,Bachelor,F,39669,98,0.0,Personal Auto,492.935479,Two-Door Car,Agent,No
1166,Washington,2365.348601,Bachelor,F,0,66,2.0,Special Auto,159.636956,Four-Door Car,Branch,No
1167,California,4170.687348,Master,F,29462,107,1.0,Personal Auto,513.6,SUV,Branch,Yes
1168,,5200.076742,Bachelor,F,90167,131,0.0,Corporate Auto,523.733793,SUV,Web,
1169,Arizona,2254.931708,Bachelor,F,0,65,0.0,Corporate Auto,312.0,Four-Door Car,Agent,No
1170,Oregon,13024.13012,Master,M,0,125,0.0,Personal Auto,900.0,SUV,Agent,Yes
1171,Oregon,2959.819985,Bachelor,F,69746,74,,Personal Auto,225.032781,Four-Door Car,Call Center,No
1172,California,5243.538258,Master,F,44851,66,,Corporate Auto,439.762045,,Web,No
1173,California,8082.880956,College,M,53554,67,0.0,Personal Auto,327.020539,Four-Door Car,Agent,No
1174,Oregon,4541.26342,High School or Below,F,0,65,2.0,Special Auto,312.0,Four-Door Car,Agent,No
1175,,5123.484988,Bachelor,F,72096,64,0.0,Personal Auto,252.330905,Two-Door Car,Agent,
1176,Arizona,9234.277026,College,F,0,134,0.0,Corporate Auto,643.2,SUV,Branch,No
1177,Arizona,13770.97618,High School or Below,F,59207,116,0.0,Personal Auto,556.8,Four-Door Car,Agent,Yes
1178,California,39561.07502,College,M,60500,110,0.0,Personal Auto,770.475631,Sports Car,Branch,No
1179,California,8613.464627,Master,F,26680,106,0.0,Personal Auto,508.8,Two-Door Car,Agent,No
1180,Arizona,5453.861203,College,M,30855,68,0.0,Corporate Auto,259.060862,Four-Door Car,Web,No
1181,California,8845.073706,High School or Below,F,95850,109,0.0,Corporate Auto,328.502498,Sports Car,Agent,No
1182,Washington,8021.067105,College,F,54292,67,0.0,Personal Auto,321.6,Four-Door Car,Agent,No
1183,Oregon,2454.589361,Bachelor,F,0,72,0.0,Personal Auto,518.4,Two-Door Car,Branch,No
1184,Arizona,9247.464417,High School or Below,F,97030,76,0.0,Corporate Auto,416.637499,Four-Door Car,Call Center,No
1185,California,13110.54899,High School or Below,M,73597,114,,Personal Auto,485.183645,,Agent,No
1186,Oregon,10979.09559,Bachelor,F,94827,135,0.0,Personal Auto,354.729129,SUV,Agent,No
1187,,10388.55323,Bachelor,F,61222,89,0.0,Special Auto,392.604371,Four-Door Car,Branch,
1188,Oregon,14962.37103,High School or Below,F,0,82,0.0,Personal Auto,393.6,Four-Door Car,Agent,No
1189,Oregon,9752.698201,College,F,37345,82,0.0,Personal Auto,31.652079,Four-Door Car,Agent,No
1190,California,5505.167392,College,F,15648,73,1.0,Special Auto,413.269261,Two-Door Car,Agent,No
1191,Nevada,14741.76092,Bachelor,F,0,139,1.0,Personal Auto,667.2,SUV,Call Center,No
1192,Arizona,2258.793954,High School or Below,M,0,65,0.0,Personal Auto,625.483498,Four-Door Car,Agent,No
1193,Oregon,2795.321353,College,M,0,74,0.0,Personal Auto,420.765993,Two-Door Car,Call Center,No
1194,Oregon,8692.282356,College,F,31986,111,0.0,Personal Auto,532.8,Four-Door Car,Branch,No
1195,California,4171.300175,Bachelor,F,36723,106,1.0,Personal Auto,580.091966,SUV,Agent,No
1196,Oregon,8256.2978,Bachelor,F,62902,69,0.0,Personal Auto,159.383042,Two-Door Car,Web,Yes
1197,,10083.48688,High School or Below,F,11828,90,0.0,Corporate Auto,571.479602,Four-Door Car,Agent,
1198,Washington,13759.14695,Bachelor,F,16794,96,0.0,Personal Auto,460.8,Four-Door Car,Branch,No
1199,California,7292.397562,High School or Below,M,0,68,0.0,Personal Auto,415.986454,Two-Door Car,Branch,No
1200,California,6310.400194,High School or Below,M,79880,79,1.0,Personal Auto,568.8,Two-Door Car,Branch,No
1201,California,2478.235474,College,F,24186,64,0.0,Personal Auto,307.2,Four-Door Car,Agent,No
1202,Nevada,4423.690041,High School or Below,F,0,125,0.0,Personal Auto,900.0,,Agent,No
1203,,5557.934118,High School or Below,F,83576,69,0.0,Personal Auto,331.2,Two-Door Car,Web,
1204,California,8658.863813,College,M,62464,109,,Corporate Auto,400.181882,Sports Car,Agent,Yes
1205,California,2615.911934,Master,M,0,71,,Personal Auto,340.8,Two-Door Car,Agent,No
1206,Nevada,5439.3601,High School or Below,F,69186,69,0.0,Personal Auto,192.591072,Four-Door Car,Agent,No
1207,California,10737.68425,High School or Below,M,50607,137,0.0,Personal Auto,657.6,SUV,Agent,No
1208,Oregon,14318.44839,Bachelor,M,22697,186,1.0,Corporate Auto,892.8,Luxury SUV,Web,No
1209,California,4743.694528,Bachelor,F,83413,118,0.0,Personal Auto,134.801691,SUV,Web,No
1210,,4929.8075,High School or Below,F,0,70,0.0,Personal Auto,837.438442,,Call Center,
1211,Arizona,7196.721128,High School or Below,M,0,107,0.0,Personal Auto,770.4,SUV,Web,No
1212,Nevada,5448.555219,Bachelor,M,85296,68,0.0,Personal Auto,342.515136,Four-Door Car,Web,No
1213,California,2907.43603,High School or Below,F,52216,72,1.0,Personal Auto,362.026936,Four-Door Car,Web,No
1214,California,30118.6554,High School or Below,M,68906,187,,Personal Auto,1053.300143,Sports Car,Web,No
1215,,2224.768,College,M,0,68,0.0,Personal Auto,326.4,Four-Door Car,Web,
1216,Oregon,3055.70113,High School or Below,F,42406,77,0.0,Corporate Auto,108.871857,Four-Door Car,Call Center,No
1217,Oregon,5365.54161,Bachelor,F,77095,68,1.0,Personal Auto,461.841879,Four-Door Car,Agent,No
1218,Oregon,8287.679305,Bachelor,F,81367,103,0.0,Special Auto,415.768941,SUV,Branch,No
1219,Nevada,5953.352957,Bachelor,M,20283,77,0.0,Personal Auto,369.6,Two-Door Car,Branch,No
1220,Oregon,6964.051797,College,F,0,95,1.0,Corporate Auto,629.647822,Four-Door Car,Web,No
1221,California,11302.60169,Doctor,F,22361,95,0.0,Personal Auto,530.667993,Four-Door Car,Agent,No
1222,California,7647.451823,High School or Below,M,91512,189,0.0,Personal Auto,907.2,Luxury Car,Branch,No
1223,Arizona,9209.41167,High School or Below,F,31365,115,0.0,Special Auto,828.0,SUV,Call Center,No
1224,California,2611.836866,College,M,0,77,0.0,Corporate Auto,369.6,Two-Door Car,Call Center,No
1225,Nevada,5158.648497,High School or Below,F,0,74,0.0,Personal Auto,588.936956,Two-Door Car,Agent,No
1226,Oregon,9551.167226,High School or Below,F,57016,119,0.0,Personal Auto,341.868399,SUV,Agent,No
1227,,2980.010499,College,F,13535,80,1.0,Personal Auto,384.0,Four-Door Car,Agent,
